ID,MASS,TYPE,NAME,ENGINE,LAUNCH,LENGTH,ORIGIN,WEIGHT,WARHEAD,DESIGNED,DIAMETER,GUIDANCE,PROPELLANT
223,"685 kg (1,510 lb)"," 64 tank
",Hsiung Feng II,,Box launcher or aircraft,"4,800 mm (190 in)",Taiwan, 180 kg (400 lb), 180 kg (400 lb),,400 mm (16 in),"Inertial guidance midflight, terminal with dual active radar homing and infrared homing seekers",
225,"3,000–3,300 lb (1,400–1,500 kg)[2]"," 64 tank
",Hsiung Feng III,,"surface ships, transporter erector launcher, and hardened bunkers",Approx. 6.1 m (20 ft)[2],Taiwan,,225 kg (500 lb) self-forging fragments,,0.46 m (18 in)[2] missile body only,"Inertial guidance with (X band), active radar homing for terminal guidance[2]","Liquid fuel ramjet engine, solid fuel main booster and two side boosters"
425,"1,150 kg"," 64 tank
",Sky Spear,,Transporter erector launcher or silo,8.0 m,Taiwan,,,,,,Two-stage solid propellant
426,," 64 tank
",Sky Sword I,,,,Taiwan,,,Early 1980s,,,
427,184 kg," 64 tank
",Sky Sword II,,Air Force: AIDC F-CK-1 Ching-Kuo  Navy: Tuo Chiang-class corvette & Kang Ding-class (in future)  Army: Transporter erector launchers,3.694 m / 4.6 m (TC-2N),Taiwan,,,1990s,19 cm,Transis guiding phase : Inertial navigation system,
74,,,Main Page,,,,"The château fort de Lourdes is a historic castle located in Lourdes in the department of Hautes-Pyrénées, France. It is strategically placed at the entrance to the seven valleys of the Lavedan. The castle's origins go back to Roman times, but today the oldest remains date from the 11th and 12th centuries and consist of the foundations of the present fortifications. The castle was reinforced in the 13th and 14th centuries (the construction of the keep), and again in the 17th and 19th centuries. From 1590, under the reign of King Henry IV, the castle became a prison, and was then later used as a barracks, before becoming a museum around the turn of the 20th century. Since 1933, it has been listed as a monument historique by the Ministry of Culture. This panoramic photograph shows the castle in 2018, with parts of the surrounding town and the peaks of the Pyrenees in the background.",,,,,,
916,,Mobile surface-to-air missile,S-500 missile system,,Launch vehicle of the S-500 air defense system,,The Russian Federation,,,,,,
797,500 kg,Air-to-air missile[1],Sedjil (air-to-air missile),,,5 m,"This article may be a rough translation from Persian.  It may have been generated, in whole or in part, by a computer or by a translator without dual proficiency. Please help to enhance the translation. The original article is under ""فارسی"" in the ""languages"" menu in the upper right corner.",,,,40 cm,guided semiconductor radar,Solid fuel
84,188 pounds (85.3 kg)[1],,AIM-9 Sidewinder,Hercule/Bermite Mk. 36 olid-fuel rocket,Launching,,This article possibly contains original research. Please improve it by verifying the claims made and adding inline citations. Statements consisting only of original research should be removed. (January 2023) (Learn how and when to remove this template message),Mark 54 Light Torpedo,,,5 in (127.0 mm)[1],Infrared homing (most models)Semi-active radar homing (AIM-9C),
351,"SM-2 – 1,558 lb (707 kg)",Medium-range surface-to-air missile with anti-ship capability,RIM-66 Standard,"Dual thrut, olid-fuel rocket",XM501 Non-Line-of-Sight Launch System,15 ft 6 in (4.72 m),This article possibly contains original research. Please improve it by verifying the claims made and adding inline citations. Statements consisting only of original research should be removed. (June 2021) (Learn how and when to remove this template message),Mark 54 Light Torpedo,Blast fragmentation warhead,,13.5 in (34.3 cm),SM-2MR Block IIIA Command and Inertial midcourse guidance with monopulse semi-active radar homing in the terminal phase of the interception.SM-2MR Block IIIB missiles have dual infrared homing/semi-active terminal homing.SM-1MR Block VI missiles have monopulse semi-active radar homing without command and inertial mid-course guidance.[3],
184,"22.3 kg (49 lb), ready to fire6.4 kg (14 lb), detachable CLU[9][10]15.9 kg (35 lb), missile in launch tube",Anti-tank missile,FGM-148 Javelin,,United Launch Alliance,1.1 m (43 in) (missile),This section is missing information about gap between original CLU and Block I; recommend making a CLU history section merging in the 2006 GPS mention. Please expand the section to include this information. Further details may exist on the talk page. (January 2023),Mark 54 Light Torpedo, 8.4 kg (19 lb)[14],June 1989,127 mm (5.0 in),Infrared homing,Solid-fuel
230,2100 kg,Theater ballistic missileShort-range ballistic missile,J-600T Yıldırım,Single-tage olid propellant,F-600T (based on MAN 26.372 6x6),6.10 m,Turkey,,480 kg TNT+RDX conventional warhead,,600 mm,Inertial and Optical guidance systems,HTPB (composite)
120,"15.3 t (33,731 lb)",Self-propelled anti-aircraft weaponMobile air defense missile systemSurface to air missile,ATILGAN PMSS,"Detroit Dieel 6V53T, 6-cylinder dieel engine205 kW (275 hp)",,4.863 m (16.0 ft),Turkey,,,,,,
156,15 kg,"Air-to-surface, anti-armor and anti-personnel missile",Roketsan Ciri,Solid-fuel rocket,Launch and Warhead test,1.9 m,Turkey, 3 kg insensitive explosive,Tri-Mode,2004 – 2009,"2.75"" (70 mm)",Terminal Guidance: Semi-Active Laser Seeker,
461,37.5 kg (83 lb) missile62 kg (137 lb) launcher,"Air-to-surface, anti-tank guided missile",UMTAS,HTPB‐baed olid-fuel rocket motor,Launch and Warhead test,1.8 m (5 ft 11 in),Turkey,,Dual-Stage antitank,2005-2017,160 mm (6.3 in),RF data linkImaging infrared (UMTAS)Semi-active laser (L-UMTAS),
63,"900 kg (2,000 lb)",Nuclear air-to-surface missile,AGM-131 SRAM II,,Air,318 cm (125 in),U.S.,,,1986,39cm,,Solid-fueled rocket
207,"3,800 lb (1,700 kg)",Guided missile,Green Cheese (missile),,Fairey Gannet (proposed),,UK,,,,,,
409,"Mk.1: 2,080 kg  Mk.2: 2,384 kg",Surface-to-air missile,Seaslug (missile),4 olid-fuel jettioned booterSolid-fuel utainer,Ship,Mk.1: 6.0 m  Mk.2: 6.1 m,UK,,Mk.1: 200 lb (91 kg) blast  Mk.2: continuous-rod warhead,Mark 1: 1961 Mark 2: 1965,Mk.1: 0.42 m  Mk.2: 0.41 m,Beam riding,
1029,"5,000 lb (2,300 kg)–10,000 lb (4,500 kg)[1]",Guided glider bomb,Blue Boar (bomb),,Aircraft,,UK,,,,,"Television, with remote manual operator",
300,"870 kg (1,920 lb)[1]",Anti-ship missileCruise missile,R-360 Neptune,Motor Sich MS400 turbofan,,5.05 m (16.6 ft),Ukraine, 150 kg (330 lb), 150 kg (330 lb),,38 cm (15 in),,
221,,Tactical ballistic missile,Hrim-2,Single-tage olid propellant,,,Ukraine,,"500 kg (1,100 lb)",,,,
160,,Surface-to-air missile,Dnipro (surface-to-air missile),,,,Ukraine,,,2014,,,
464,33 tons,Multiple rocket launcher,Vilkha,YaMZ-7511.10 turbocharged dieel engine,,,Ukraine,,,,,,
93,88 kg (194 lb),Short-range air-to-air missile,ASRAAM,"dual-burn, high-impule olid rocket motor[2]",,2.90 m (9 ft 6 in),United Kingdom,,10 kg (22 lb) blast/fragmentation,,166 mm (6.5 in) (motor diameter)[1],"infrared homing, 128×128 element focal plane array, with lock-on after launch (LOAL) and strapdown inertial guidance[6]",
181,150 kilograms (330 lb),Air-to-air missile,Fireflash,Two olid fuel rocket motor,Aircraft,"111.75 inches (2,838 mm)",United Kingdom,,,1949,,beam rider,
182,136 kg (300 lb),Air-to-air missile,de Havilland Firestreak,Magpie olid fuel motor,fixed-wing aircraft,3.19 metres (10 ft 6 in),United Kingdom,,22.7 kg (50 lb) annular blast fragmentation,1951,0.223 m (8.8 in),Rear-aspect infrared,
231,11.1 kilograms (24 lb) (missile)  24.3 kilograms (54 lb) (system),Manportable surface-to-air missile,Javelin (surface-to-air missile),Solid fuel rocket,,1.39 metres (4 ft 7 in),United Kingdom,M777 light 155mm howitzer, 2.74 kilograms (6.0 lb) (containing 0.6 kilograms (1.3 lb) of HE) with contact and proximity fuzes,,76 millimetres (3 in),SACLOS system,
130,31 lb (14 kg),Wire-guided anti-tank missile,Vickers Vigilan,I.C.I. dual-thrut olid fuel rocket,infantry or vehicle,3.5 ft (1.07 m),United Kingdom,,"HEAT, 6 kg",1956,0.12 m,MCLOS wire-guided,
140,"Overall: 2,270 kg (5,000 lb)",Surface-to-air missile,Bloodhound (missile),"2× Ramjet, 4× olid fuel booter",Fixed installation,Overall: 8.46 m (27 ft 9 in),United Kingdom,,Continuous-rod warhead,1950s,Main body 54.6 cm (1 ft 9.5 in),Semi-active radar homing,
141,14.5 kg (32 lb) (missile in launch tube)  22 kg (49 lb) (complete system)  6.2 kg (14 lb) (launcher),Man-portable air-defense systems,Blowpipe (missile),Solid rocket motor,,1.35 m (4 ft 5 in),United Kingdom, 2.2 kg (4.9 lb), 2.2 kg (4.9 lb),1975,76 mm (3.0 in),MCLOS system,
142,"17,000 lb (7,700 kg)[1]",Nuclear stand-off air-launched ballistic missile,Blue Steel (missile),"Armtrong Siddeley Stentor20,000 lbf (88.9 kN)",Aircraft,34 ft 11 in (10.64 m)[2],United Kingdom,,Red Snow thermonuclear weapon,,1.22 m (48 in) minimum,Inertial navigation system,hydrogen peroxide with kerosene
147,50 kg (110 lb)[3][4],Air-to-surface missile Surface-to-surface missile,Brimstone (missile),Solid-fuel rocket,Tornado GR4TyphoonHydra drone (UK)Protector (planned)[8],1.8 m (71 in)[3][4],United Kingdom,,6.3 kg (14 lb) HEAT tandem shaped warhead[5],1996,180 mm (7.1 in)[3][4],"94-GHz millimetric-wave active radar homing and INS autopilot; dual-mode, II, and III adds laser guidance[7]",
451,,Surface-to-air missile,Thunderbird (missile),liquid fuel rocket4 x Goling olid fuel rocket,"Single rail, ground mounted (not mobile)",20 ft 10 in (6.35 m),United Kingdom,,Continuous-rod HE warhead,,1 ft 8.7 in (0.527 m),semi-active radar homing,
341,45 kg (99 lb),Surface-to-air missile,Rapier (missile),olid-fuel rocket,vehicle or trailer,2.235 m (88.0 in),United Kingdom,,Blast fragmentation explosive close proximity warhead,1963,0.133 m (5.2 in),Semi-automatic command to line of sight[2],
347,154 kilograms (340 lb),Air-to-air missile,Red Top (missile),Linnet olid fuel motor,,3.32 metres (10.9 ft),United Kingdom,,31 kg (68.3 lb) annular blast fragmentation,,0.23 metres (9.1 in),"infrared homing, limited all-aspect",
405,68 kg (150 lb),Surface-to-air missile,Seacat (missile),2 tage motor,Ship,1.48 m (58 in),United Kingdom,,40 lb (18 kg) continuous-rod warhead,,0.22 m (8.7 in),CLOS and radio link,
406,"550 kg (1,210 lb)",GuidancesystemSemi-active radar illuminated by radar  909 (J-band),Sea Dar,Chow olid-fuel booter motor Britol Siddeley Odin ramjet cruie motor,Ship,4.4 m (14 ft),United Kingdom,,11 kg (24 lb) HE blast-fragmentation,1963,0.42 m (17 in),Semi-active radar illuminated by radar Type 909 (J-band),
407,580 kg,Anti-ship missile,Sea Eagle (missile),Turbojet,Fixed and rotary wing aircraft,4.14 m,United Kingdom, 230 kg, 230 kg,1976,0.4 m,"Inertial, with active radar homing",
408,145 kg,"Air-to-surface missile, anti-ship missile",Sea Skua,Solid fuel booter / olid fuel utainer,"Westland Lynx, Combattante BR-42 FAC",2.5 m,United Kingdom,,"30 kg semi armour piercing, 9 kg RDX",1972,0.25 m,Semi-active radar homing,
410,82 kg (180.8 lb),Surface-to-air,Sea Wolf (missile),Blackcap olid fuel utainer,Ship,1.9 m (6 ft 2.8 in),United Kingdom,,14 kg (30.9 lb) HE blast-fragmentation,1967,180 mm (7.1 in),Automatic Command to Line-Of-Sight (ACLOS),
444,14 kg (31 lb)[1],Man-portable/vehicle mounted surface-to-air missile,Starstreak,Firt tage: Royal Ordnance 'Brambling' cat double-baed propellant blip rocket motor. Second tage: Royal Ordnance 'Titu' cat double-baed propellant,,1.397 m (4 ft 7 in),United Kingdom," 3×0.9 kg (2.0 lb) tungsten alloy darts, 450 g (16 oz) PBX-98 per dart"," 3×0.9 kg (2.0 lb) tungsten alloy darts, 450 g (16 oz) PBX-98 per dart",1980s,13 cm (5.1 in),"SACLOS, Laser-beam guidance",
446,27 kg (60 lb),Anti-tank missile,Swingfire,Solid rocket motor,Vehicle,1.07 m (3 ft 6 in),United Kingdom,,7 kg HEAT,,0.17 m (6.7 in),"Wire, MCLOS/SACLOS",
1025,"1,330 lb (603 kg)",Air-to-air missile,Red Dean,"Britol Aerojet Buzzard6,750 lb (30 kN)[1]",,16 ft (4.9 m),United Kingdom,,100 lb (45 kg) high explosive,,,active radar homing,
1027,ca. 70 kg (150 lb),Short-range air-to-air missile,SRAAM,,aircraft,2.75 m (9 ft 0 in),United Kingdom,,,,165 mm (6.5 in),Infra-red,
1028,193 kg (425 lb),Medium-range air-to-air missile,Skyflash,Rocketdyne olid propellant rocket motor,,3.68 m (12 ft 1 in),United Kingdom,,39.5 kg (87 lb),,203 mm,Marconi inverse monopulse semi-active radar homing,
1030,13 kg (29 lb),"Laser‐guided battlefield missile (ASM, AAM, SAM and SSM)",Martlet (missile),,AgustaWestland AW159Schiebel Camcopter S-100BAE FuryThales Watchkeeper WK450 Jackal Drone,1.3 m (4 ft 3 in),United Kingdom, 3 kg (6.6 lb), 3 kg (6.6 lb),,76 mm (3.0 in),"SAL, LBR (mode A)IR terminal homing (mode B)IIR terminal homing (mode C)INS, GPS (mode D)","2-stage, solid propellant"
1031,220 lb (100 kg)[1][2],Air-to-surface missileElectronic warfare systemAnti-ship missile,SPEAR 3,Turbojet engine[3],Typhoon (in progress)F-35B (contracted)JAS39 Gripen (in progress),"71 in (1,800 mm)",United Kingdom,,,,7.1 in (180 mm),Millimeter wave Active radar homing / Semi-active laser guidance / Infrared homing (using an uncooled imaging infrared camera) / GPS coupled Inertial guidance / Data-link,
1032,,air-to-surface missile,Tychon (missile),,various aircraft,,United Kingdom,,various,early 1960s,,various,
1033,,Man-portable air-defense system,Starburst (missile),Solid rocket motor,,,United Kingdom, 2.74 kg, 2.74 kg,,,Laser guidance beam riding,
1034,,radio guided cruise missile,UB.109T,,launching ramp,,United Kingdom,,"various up to 5,000 pounds (2,300 kg)",1950,,radio,
701,"550 kg (1,210 lb)",Standoff anti-radar missile (AS 37) / air-to-surface (AJ.168),Martel (missile),two tage olid propellant rocket motor,fixed wing aircraft,4.18 m (13 ft 9 in),United Kingdom/France,,150 kg (330 lb) and fitted with a Misznay–Schardin plate,,0.4 m (16 in),"passive radar homing, video guided",
104,120 kg (260 lb),Anti-ship missile,Sea Venom (missile),Two‐tage olid‐propellant rocket motor,AgustaWestland AW159Eurocopter AS565 PantherNHIndustries NH90Airbus H160,2.5 m (8 ft 2 in),United KingdomFrance, 30 kg (66 lb), 30 kg (66 lb),,200 mm (7.9 in),"INS, IIR",
874,CAMM: 99 kg (218 lb)CAMM-ER: 166 kg (366 lb),CAMM: short range anti-aircraft and anti-missile missileCAMM-ER: short range anti-aircraft and anti-missile missileCAMM-MR: medium range anti-aircraft and anti-missile missile,CAMM (missile family),Solid-fuel rocket motor,,CAMM: 3.2 m (10 ft 6 in)CAMM-ER: 4.2 m (13 ft 9 in),United KingdomUnited Kingdom & Italy (CAMM-ER)United Kingdom & Poland (CAMM-MR), 10 kg (22 lb), 10 kg (22 lb),2004,CAMM: 166 mm (6.5 in)CAMM-ER: 190 mm (7.5 in),Inertial guidance system with mid-course update and active radar terminal homing,
73,"6,600 lb (3,000 kg)",Air-launched ballistic missile with hypersonic glide vehicle,AGM-183 ARRW,,B-1B/B-52/B-21/F-15E[4],22 ft (6.7 m),United States,,,,,,
82,,Air-to-air missile,AIM-4 Falcon,,Launch test,1.98 m (6 ft 6 in),United States,,3.4 kg (7.5 lb),,163 mm (6.4 in),semi-active radar homing and Tail-chase engagement infrared homing,solid fuel rocket
83,510 lb (230 kg),"Medium-range, semi-active radar homing air-to-air missile",AIM-7 Sparrow,AIM-7A/B/C – Aerojet 1.8KS7800 olid rocket AIM-7D/E – Rocketdyne MK 38/MK 52 olid rocket AIM-7F/M/P – Hercule MK-58 olid-propellant rocket motor[2],Launching,,United States,,,,,semi-active radar,
87,"AIM-54A/B - 976 lb (443 kg)AIM-54C – 1,015 lb (460 kg)",Long range BVR air-to-air missile,AIM-54 Phoeni,Solid propellant rocket motor,Launching,12 ft 9+1⁄2 in (3.9 m),United States,Mark 54 Light Torpedo, 133 lb (60.33 kg),1960–1966,15 in (380 mm),Semi-active radar homing and terminal phase active radar homing,
88,500 lb (230 kg),Air-to-air missile,AIM-68 Big Q,,"F-101 Voodoo, F-106 Delta Dart",9 ft 7 in (2.92 m),United States,,W30 nuclear,1965-1966,14 in (360 mm),Dual-mode radar guidance/infrared homing,Dual-thrust solid fuel
90,"1,300 pounds (590 kg)",Air-to-air missile,AIM-97 Seekba,Aerojet MK 27 dual-thrut olid-fuel rocket,Aircraft,15 feet (4.6 m),United States,,Blast-fragmentation,,13.5 inches (340 mm),Semi-active radar homing (SARH) with terminal infrared homing,
92,356 lb (161.5 kg),Beyond-visual-range air-to-air missile/surface-to-air missile,AIM-120 AMRAAM,Solid-fuel rocket motor,XM501 Non-Line-of-Sight Launch System,12 ft (3.65 m),United States,Mark 54 Light Torpedo, 44 lb (20 kg),,GBU-53/B Small  Bomb II,"Inertial guidance, terminal active radar homing, optional mid-course update datalink",
95,822 pounds (372.9 kg),Short-range air-to-air rocket,AIR-2 Genie,Thiokol SR49,,9 feet 8 inches (2.95 m),United States,,1.5 kT nuclear,,17.5 in (444.5 mm),,Solid fuel
19,"1,500 pounds (680 kg)",Air-to-air missile,AAM-N-4 Oriole,,Launching,11 feet 7 inches (3.53 m),United States, 25 pounds (11 kg), 25 pounds (11 kg),1947,11 inches (280 mm),Active radar homing,
30,"1,198 lb (543 kg)",Decoy cruise missile,ADM-20 Quail,"General Electric J85-GE-7 turbojet; 2,450 lbf (10.9 kN) thrut.",B-52 Stratofortress.,12 ft 9 in (3.88 m),United States,,None,,,Autopilot integrated with a Rate integrating gyroscope pre-programmed to turn the ADM-20.,
32,MALD: 279 lb (127 kg)MALD‐J: 286 lb (130 kg) (est),Family of air-launched active radar decoy/jammer and payload bus aerial vehicles,ADM-160 MALD,Pratt & Whitney TJ‐150 turbojet0.67 kN (150 lbf),XM501 Non-Line-of-Sight Launch System,9 ft 4+1⁄2 in (2.858 m),United States,Mark 54 Light Torpedo,,,,"GPS, INS",
33,"1,785 pounds (810 kg) (AGM-12C)",Air-to-ground command guided missile,AGM-12 Bullpup,"Rocket30,000 pound-force (130 kN)",Launching,13.6 feet (4.1 m),United States, 250 pounds (110 kg) (ASM-N-7A/AGM-12B), 250 pounds (110 kg) (ASM-N-7A/AGM-12B),,18 inches (460 mm),Line-of-sight radio command,"Storable, liquid-fuel"
35,"10,147 pounds (4,603 kg)",Cruise missile,AGM-28 Hound Dog,"Pratt & Whitney J52-P-3 turbojet; 7,500 lbf (33 kN).",B-52 Stratofortress,42 feet 6 inches (12.95 m),United States,,"1,742 pounds (790 kg) W28 Class D nuclear warhead",,28 inches (710 mm),Astro-inertial guidance,
36,390 pounds (177.06 kg),Air-to-surface anti-radiation missile,AGM-45 Shrike,,Launching,10 feet (3.05 m),United States,,"67.5 kg (149 lb) MK 5 MOD 1 (or MK 86 MOD 1) blast-fragmentation,",1963,8 inches (203 mm),Guidance Section,
38,"2,100 lb (950 kg)",Air-to-surface guided missile,AGM-53 Condor,Rocketdyne MK 70 olid-fuel rocket,Launching,13 feet 10 inches (4.22 m),United States,,630 pounds (290 kg) linear shaped charge warhead or W73 nuclear warhead,,17 inches (43 cm),,
39,,Glide bomb,AGM-62 Walleye,,,,United States, 250 lb (113 kg), 250 lb (113 kg),,,,
42,210–304 kg (462–670 lb)[2],Air-to-surface missile,AGM-65 Maverick,A/B: Thiokol SR109-TC-1D/E/F/G/H/J/K: SR114-TC-1 (or Aerojet SR115-AJ-1) olid propellant rocket motor via a WPU-4/B or WPU-8/B propulion ection[2],XM501 Non-Line-of-Sight Launch System,,United States,Mark 54 Light Torpedo,,,GBU-53/B Small  Bomb II,Guidance,Solid propellant[1]
43,"2,230 lb (1,010 kg)",Nuclear air-to-surface missile,AGM-69 SRAM,Lockheed SR75-LP-1two-pule olid-fueled rocket,,"15 ft 10 in (4.83 m) w/ tail fairing,14 ft 0 in (4.27 m) without",United States,,W69 nuclear warhead,1965,17.5 in (0.44 m),General Precision/Kearfott KT-76 Inertial measurement unit,
44,951 pounds (431 kg),Anti-radiation missile,AGM-76 Falcon,Lockheed XSR13-LP-1,"F-4D, A-6B, F-105F",13 feet 4 inches (4.06 m),United States, 250 pounds (110 kg), 250 pounds (110 kg),1966,13.5 inches (340 mm),Passive radar homing,Solid fuel
45,620 kg (1370 lb),Air-to-surface anti-radiation missile,AGM-78 Standard ARM,Aerojet MK 27 MOD 4 dual-thrut olid-fueled rocket,"A-6B/E Intruder, F-105G Thunderchief, F-4G Phantom II",4.57 m (15 ft),United States, 97 kg (215 lb) blast-fragmentation, 97 kg (215 lb) blast-fragmentation,1967,34.3 cm (13.5 in),Passive radar homing,
47,,Air-to-surface missile,AGM-80 Viper,,,,United States,,Bomblet,,,Inertial,
48,280 kg (620 lb),Air-to-ground missile,AGM-83 Bulldog,"Thiokol LR58-RM-4 torable liquid-fuel rocket; 53 kN (12,000 lbf)",,3.20 m (10 ft 6 in),United States,,113 kg (250 lb) MK 19 blast-fragmentation,,0.30 m (12 in),,
49,"1,523 lb (691 kg) including booster",Anti-ship missile,Harpoon (missile),"Teledyne CAE J402 turbojet/olid propellant booter for urface and ubmarine launch; greater than 600 lbf (2,700 N) of thrut",RGM-84A surface ship/TEL-launchedAGM-84A air-launchedUGM-84A submarine-launched,"12.6 ft (3.8 m), air-launched;15 ft (4.6 m), surface- and submarine-launched",United States,,488 pounds (221 kg),,13.5 in (34 cm),"Sea-skimming cruise monitored by radar altimeter, active radar terminal homing",
50,"627 kg (1,382 lb)",Air-launched cruise missile,AGM-84E Standoff Land Attack Missile,Teledyne CAE J402-CA-400 turbojet,Current:P-3 Orion Past:,4.50 m (14.8 ft),United States,,,,34.3 cm (13.5 in),Inertial navigation systemGlobal Positioning SystemInfrared homingDatalink to the controlling aircraft,
51,"3,150 pounds (1,430 kg)",Air-to-ground strategic cruise missile,AGM-86 ALCM,William InternationalF107-WR-101 turbofan engine600 lbf (2.7 kN) thrut,Boeing B-52H Stratofortress[1],20 ft. 9 in. (6.3 m),United States," 908kg (AGM-86C Block 0)   1362kg (AGM-86C Block 1)  1,200 lb (540 kg) class advanced unitary penetrating warhead (AGM-86D)[1]"," 908kg (AGM-86C Block 0)   1362kg (AGM-86C Block 1)  1,200 lb (540 kg) class advanced unitary penetrating warhead (AGM-86D)[1]",1974,GBU-53/B Small  Bomb II,AGM-86B: Litton inertial navigation system element with TERCOM updates  AGM 86C: Litton INS element integrated with multi-channel onboard GPS,
53,"796 lb (361 kg)AGM-88G – 1,030 lb (467 kg)",Air-to-surface anti-radiation missile,AGM-88 HARM,Thiokol SR113-TC-1 dual-thrut rocket engine,XM501 Non-Line-of-Sight Launch System,13 ft 8 in (4.17 m)AGM-88G – 13 ft 4 in (4.06 m),United States,Mark 54 Light Torpedo, 150 lb (68 kg),1983,GBU-53/B Small  Bomb II,"Passive radar homing with home-on-jam, additional GPS/INS and millimeter-wave active radar homing in the E and G variants","Two stage, solid propellant"
54,2450 lb (1111 kg)[1],Precision guided munition (PGM),GBU-15,,,154 in (3.90 m),United States," 2,000 lb (910 kg)"," 2,000 lb (910 kg)",1970s,GBU-53/B Small  Bomb II,Manual guidance by radio datalink with TV guidance or Infrared homing with Imaging Infra-red,
55,100–108 lb (45–49 kg)[3],Air-to-surface and surface-to-surface missile,AGM-114 Hellfire,Thiokol TX-657[4][5]Solid-fuel rocket,United Launch Alliance,64 in (1.6 m),United States,,,,GBU-53/B Small  Bomb II,Semi-active laser homingMillimeter-wave radar seeker,APC/HTPB
58,195 lb (88.5 kg)[1],Air-to-surfaceAnti-radar missile,AGM-122 Sidearm,Hercule Mk 36 Mod 11 olid fuel rocket,AV-8B HarrierAH-1 SuperCobraAH-64 ApacheOther aircraft,9 ft 5 in (2.870 m)[1],United States,,25 lb (11.3 kg) WDU-31/B blast-fragmentation[1],,5 in (127.0 mm)[1],Narrow-band passive radar seeker,
59,"582 kg (1,283 lb)","Rocket assisted, low-level, laser-guided bomb",AGM-123 Skipper II,Aerojet Mk 78 dual-thrut olid-fueled rocket,,4.3 m (14 ft 1.2 in),United States,,1000 lb (450 kg) Mk 83 bomb,,0.5 m (1 ft 7.6 in),laser-guidance,
61,"more than 3,700 lb (1,680 kg)",Air-launched cruise missile,AGM-129 ACM,William International F112-WR-100 turbofan2.67–3.25 kN (600–730 lbf),XM501 Non-Line-of-Sight Launch System,20 ft 10 in (6.35 m),United States,Mark 54 Light Torpedo,W80-1 nuclear warhead,,2 ft 5 in (705 mm),Inertial guidance system enhanced with Lidar and Terrain Contour Matching (TERCOM).,
62,"2,917 lb (1,323 kg)",Air-to-surface guided missile,AGM-130,,,"12 feet, 10.5 inches (3.90 meters)[1]",United States,,"2,000 lb (907 kg) BLU-109 or MK 84",,GBU-53/B Small  Bomb II,,
64,431 pounds (195 kg),Anti-radiation missile,AGM-136 Tacit Rainbow,,,,United States,,,1982 to 1991,,,
65,"2,000 lb (910 kg)",Stealthy stand-off precision weapon,AGM-137 TSSAM,William F122-WR-100 turbofan,Proposed,"168 in (4,300 mm)",United States,,,,,INS With GPS updates,
69,"2,600 lb (1,200 kg) (est)",Air-launched cruise missile,AGM-158 JASSM,William F107‐WR‐105 turbofan,United Launch Alliance,14 ft 1 in (4.287 m),United States," 1,000 lb (450 kg)"," 1,000 lb (450 kg)",1995–1998,GBU-53/B Small  Bomb II,"GPS, INS, IIR",
183,32.1 lb (14.57 kg) (w/ day sight)[7]46.9 lb (21.29 kg) (w/ night sight),Anti-tank missile,M47 Dragon,,,"1,154 mm (45.4 in)",United States, 3.5 lb (1.6 kg) Octol[8], 3.5 lb (1.6 kg) Octol[8],3 March 1966[citation needed],140 mm,SACLOS,
281,"5,820 lb (2,640 kg)",Nuclear-capable surface-to-surface rocket,MGR-1 Honest John,"Hercule M6 olid-fueled rocket99,000 lbf (441 kN)",,27 ft 3 in (8.30 m),United States,,,,30 inches (760 mm),,Double base solid propellant[1]
285,"1,290 pounds (590 kg)"," of Missile
",MIM-23 Hawk,olid-fuel rocket engine,XM501 Non-Line-of-Sight Launch System,16 feet 8 inches (5.08 m),United States,Mark 54 Light Torpedo,119 pounds (54 kg) blast fragmentation warhead,,14.5 inches (370 mm),Semi-active radar homing,
287,,Mobile SAM system,MIM-72 Chaparral,,"Unit costLauncher vehicle: US$1.5 MillionMissile round: US$80,000",,United States,,,1965,,,
288,,Surface-to-air missile,MIM-104 Patrio,,XM501 Non-Line-of-Sight Launch System,,United States,Mark 54 Light Torpedo,,1969,,Guidanceseeker,Solid-fuel rocket
187,8.3 kg (18.3 lb),Man-portable surface-to-air missile,FIM-43 Redeye,Firt tage – Booter (Ejector): 3.3 kN (750 lbf) for 0.048   Second tage – Sutainer: 1.1 kN (250 lbf) for 5.8,,,United States,," explosive content
",July 1959,70 mm (2.75 in),Infrared homing,
188,Missile – 22 lb (10.1 kg)System – 35 lb (15.7 kg),Man-portable surface-to-air missile,FIM-92 Stinger,Solid-fuel rocket motor,XM501 Non-Line-of-Sight Launch System,At launch – 5 ft (1.53 m)In flight – 4 ft 6 in (1.37 m),United States,Mark 54 Light Torpedo, 6.6 lb (3 kg),1967,2.8 in (70 mm),Infrared homing,
209,45 pounds (20 kg) (w/ launch tube),"Air-to-surface missile, Surface-to-surface missile",AGM-176 Griffin,,XM501 Non-Line-of-Sight Launch System,42 inches (110 cm),United States,Mark 54 Light Torpedo, 13 lb (5.9 kg),,GBU-53/B Small  Bomb II,"Laser, GPS or INS",Solid fuel rocket
237,"1,210 pounds (550 kg)",Surface-to-air missile,KAN Little Joe,"Booter, 4x 3 in (76 mm) rocket990 lbf (4.4 kN) eachSutainer, Aerojet 8AS1000990 lbf (4.4 kN)",,11 feet 4 inches (3.45 m),United States, 100 pounds (45 kg), 100 pounds (45 kg),1945,22.7 inches (57.7 cm),Radio command,
